signal,decision,stop_index,stop_date,stop_time_years,evidence_at_stop,posterior_mean_at_stop,posterior_dead_at_stop,calibration_months,validation_months,monthly_sigma,validation_increment_mean,validation_increment_variance_over_dt,validation_lag1_autocorr,holdout_months,holdout_mean_return_percent,holdout_t_stat,decision_label,first_date,last_date
Herf,-1,56,1984-09-28,4.666666666666666,-0.06192238697045549,-0.0020876634849586184,0.7679956387934923,120,240,1.18178099887939,0.10156681933037551,2.1085719553985496,0.2879836543330801,120,0.15377656001680207,1.2714978789234215,reject,1970-01-30,2020-12-31
HerfAsset,-1,47,1983-12-30,3.9166666666666665,-0.16628893525795213,-0.005812089566350813,0.7575197026172308,120,240,1.1368358543206194,0.0800443550639212,2.586785420923045,0.24706873340967067,120,0.13197239908660216,0.9013628841045289,reject,1970-01-30,2020-12-31
HerfBE,-1,42,1983-07-29,3.5,-0.016906050313817422,-0.0007437276326178396,0.7520858309629954,120,240,1.297187917043417,0.06916163943513126,2.059168622007127,0.28937787467091597,120,0.094597669881179,0.6390531794024331,reject,1970-01-30,2020-12-31
High52,1,60,1985-01-31,5.0,3.4907396377756643,0.12834982933595063,0.6214134578601345,120,240,5.9354338481708915,0.03791633495190881,0.5420230925214108,0.09149926804778953,120,0.6802549427966417,1.6877471915962452,activate,1970-01-30,2020-12-31
IO_ShortInterest,1,19,1991-07-31,1.5833333333333333,3.5748333248061472,0.15282560944236906,0.5528196572201369,120,240,11.932926288158477,0.06461241814368854,1.0787309844446826,0.02961340395871281,120,2.7956427197382747,2.7066706702571297,activate,1979-11-30,2020-12-31
IdioRisk,1,45,1983-10-31,3.75,3.4228741656088184,0.1325777653486258,0.6055893782257465,120,240,6.12533728912886,0.06953279581224799,0.861254181430283,0.17858886170605745,120,1.825767614932036,4.51488736186201,activate,1970-01-30,2020-12-31
IdioVol3F,1,46,1983-11-30,3.833333333333333,3.410457525985294,0.13207629987439679,0.6070812068816973,120,240,6.296163654987048,0.06291028733178637,0.8350888675450018,0.16556824464713973,120,1.5977920076417547,3.863978109217039,activate,1970-01-30,2020-12-31
IdioVolAHT,1,48,1984-01-31,4.0,3.422208058730802,0.13107538964638532,0.610058852675712,120,240,6.441397869129679,0.04555923338407188,1.0047061720097046,0.24814686088790938,120,1.4292553096623406,3.0442334817256302,activate,1970-01-30,2020-12-31
Illiquidity,1,40,1983-05-31,3.333333333333333,3.541230210020836,0.14014398191158683,0.5883051155622523,120,240,3.872345683061816,0.010849148294795859,0.5452994548762842,0.02787638173141415,120,-0.0413397285933094,-0.1692078877954916,activate,1970-01-30,2020-12-31
IndIPO,1,94,1993-03-31,7.833333333333333,3.445832704032965,0.10967405775260082,0.6744385662807393,120,240,3.8058469256313914,0.04454682236400569,1.0081120422779792,0.1840105823252901,120,0.9041671141109178,2.0030774443534463,activate,1975-05-30,2020-12-31
