n_replications,placebo_target_rate,selected_eta_min,selected_eta_median,selected_eta_max,oos_placebo_rate_mean,oos_placebo_rate_std,oos_placebo_rate_q025,oos_placebo_rate_q975,real_activation_rate_mean,real_activation_rate_min,real_activation_rate_max
25,0.3333333333333333,0.03,0.04,0.05,0.3097916666666667,0.05607773261203958,0.21875,0.38958333333333334,0.7352083333333332,0.6927083333333334,0.7708333333333334
